image_name,label
Alternative Rock_2858.jpg,0
Indie Rock_3585.jpg,1
Indie Folk_3684.jpg,11
Dream Pop_3319.jpg,1
Comedy Rap_1191.jpg,10
Folk_1425.jpg,11
Electronic_2201.jpg,4
Indie Pop_4645.jpg,8
Country Rock_6097.jpg,12
Ambient_2933.jpg,14
Post-Punk_5860.jpg,1
Folk_1343.jpg,11
Alt-Country_3094.jpg,12
Indie Pop_2546.jpg,8
Rock_1730.jpg,0
Chamber Pop_1898.jpg,8
Indie Pop_649.jpg,8
Trip Hop_4551.jpg,10
Neo-Psychedelia_1566.jpg,1
Alt-Country_6113.jpg,12
Blues Rock_6350.jpg,0
Country Pop_3111.jpg,12
Neo-Psychedelia_3403.jpg,1
Contemporary Country_4689.jpg,12
Indie Rock_2880.jpg,1
Alt-Country_1668.jpg,12
Industrial Rock_5556.jpg,1
Contemporary R&B_3464.jpg,7
Bedroom Pop_1835.jpg,8
Pop Rock_4958.jpg,6
Alternative Rock_1404.jpg,0
Hard Rock_3708.jpg,0
Psychedelic Rock_235.jpg,0
Electronic_874.jpg,4
Dubstep_2395.jpg,4
Shoegaze_5131.jpg,1
Punk_5119.jpg,1
Indie Rock_2665.jpg,1
Folk Metal_5077.jpg,3
Alt-Country_138.jpg,12
Downtempo_2823.jpg,13
Indie Pop_660.jpg,8
Folk_5695.jpg,11
Rockabilly_3893.jpg,0
East Coast Hip Hop_6397.jpg,10
Indie Folk_2216.jpg,11
Pop Soul_4740.jpg,7
Indie Pop_1927.jpg,8
Experimental_3253.jpg,13
Electropop_2890.jpg,4
Noise Rock_4376.jpg,1
Electropop_1427.jpg,4
Rockabilly_2227.jpg,0
Indie Rock_2671.jpg,1
Alt-Country_2360.jpg,12
Hip Hop_3156.jpg,10
French House_2610.jpg,5
Indie Rock_2659.jpg,1
Pop Punk_6255.jpg,2
Crust Punk_4673.jpg,2
Indie Rock_3235.jpg,1
West Coast Hip Hop_4029.jpg,10
Electronic_2599.jpg,4
Indie Rock_1344.jpg,1
Folk Pop_7.jpg,8
Post-Rock_56.jpg,1
Jazz_2254.jpg,9
Electronic_108.jpg,4
Jam Band_5652.jpg,0
Psychedelic Folk_4917.jpg,11
Post-Punk_2868.jpg,1
Noise Pop_2278.jpg,14
Microhouse_2006.jpg,4
Pop Rock_3993.jpg,6
Alternative Rock_2871.jpg,0
Blues Rock_838.jpg,0
Folk Rock_1916.jpg,0
Singer-Songwriter_5994.jpg,11
Alternative Rock_2859.jpg,0
Indie Rock_1393.jpg,1
Electronic_3122.jpg,4
Indie Pop_1700.jpg,8
Singer-Songwriter_422.jpg,11
Dream Pop_6274.jpg,1
Funk_1751.jpg,7
Country Rock_5992.jpg,12
Hard Rock_5608.jpg,0
Garage Punk_4679.jpg,2
Alt-Country_1457.jpg,12
Thrash Metal_5565.jpg,3
Indie Rock_2467.jpg,1
Folk Pop_2862.jpg,8
Southern Hip Hop_906.jpg,10
Indie Rock_4016.jpg,1
Dream Pop_4852.jpg,1
Alternative Metal_5385.jpg,1
Shoegaze_3757.jpg,1
Psychedelic Rock_4169.jpg,0
Alternative Rock_5307.jpg,0
Folk_5483.jpg,11
Trip Hop_5470.jpg,10
Folk Rock_620.jpg,0
Garage Rock Revival_1167.jpg,1
Experimental_2367.jpg,13
Punk_5441.jpg,1
House_931.jpg,4
Alt-Country_2604.jpg,12
Alternative Rock_6140.jpg,0
Synthpop_4829.jpg,5
Electronic_493.jpg,4
Punk Rock_3936.jpg,2
Contemporary Folk_2292.jpg,11
Alternative Rock_4031.jpg,0
Singer-Songwriter_6084.jpg,11
Thrash Metal_5559.jpg,3
Hip Hop_5057.jpg,10
Indie Rock_3037.jpg,1
Acoustic Rock_1917.jpg,1
Industrial Rock_4339.jpg,1
Indie Rock_913.jpg,1
Singer-Songwriter_1072.jpg,11
New Orleans R&B_3337.jpg,7
Singer-Songwriter_3103.jpg,11
East Coast Hip Hop_2442.jpg,10
Folk_5326.jpg,11
Indie Pop_2751.jpg,8
Post-Rock_2759.jpg,1
Noise Pop_790.jpg,14
Hip Hop_2937.jpg,10
Acoustic Rock_1718.jpg,1
Grindcore_4402.jpg,3
Synthpop_1992.jpg,5
Alternative Rock_3945.jpg,0
New Rave_821.jpg,5
Acoustic Rock_3669.jpg,1
Electronic_2994.jpg,4
Avant-Garde Metal_2524.jpg,3
Electronic_5023.jpg,4
Noise Pop_3358.jpg,14
Indie Pop_38.jpg,8
Electronic_5037.jpg,4
Progressive Rock_1248.jpg,0
Trip Hop_6186.jpg,10
Indie Pop_3315.jpg,8
Indie Rock_2275.jpg,1
Hard Rock_4462.jpg,0
Ambient_5324.jpg,14
Alternative Rock_5501.jpg,0
Dream Pop_1686.jpg,1
Electropop_1745.jpg,4
Experimental Rock_2291.jpg,1
Indie Pop_264.jpg,8
Alt-Country_1251.jpg,12
Blue-Eyed Soul_720.jpg,7
Indie Pop_2180.jpg,8
Indie Rock_2261.jpg,1
Electronic_5802.jpg,4
Post-Punk_5242.jpg,1
Indie Rock_5240.jpg,1
Indie Rock_1026.jpg,1
Blues_2664.jpg,0
Heavy Metal_1952.jpg,3
Hip Hop_3552.jpg,10
Indie Rock_1967.jpg,1
Britpop_3438.jpg,1
Indie Pop_1338.jpg,8
Electronic_2176.jpg,4
Krautrock_6042.jpg,0
Garage Rock_1549.jpg,0
Punk Rock_6047.jpg,2
Alternative Metal_2213.jpg,1
Post-Punk_4821.jpg,1
Post-Punk_607.jpg,1
Indie Pop_4268.jpg,8
Psychedelic Folk_310.jpg,11
Garage Rock_5713.jpg,0
Gangsta Rap_5823.jpg,10
Electronic_5625.jpg,4
West Coast Hip Hop_2504.jpg,10
Indie Folk_1119.jpg,11
Alternative Rock_5065.jpg,0
Indie Rock_318.jpg,1
Krautrock_6297.jpg,0
Hip Hop_2466.jpg,10
Indie Rock_5718.jpg,1
Alternative Rock_1565.jpg,0
New Wave_5858.jpg,0
Psychedelic Rock_2108.jpg,0
Ambient_5132.jpg,14
Ambient_2885.jpg,14
Experimental_450.jpg,13
Art Pop_6065.jpg,8
Indie Rock_324.jpg,1
Post-Punk_4438.jpg,1
Indie Rock_3433.jpg,1
Indie Rock_5724.jpg,1
Drone_3264.jpg,13
Alt-Country_4103.jpg,12
Americana_3248.jpg,11
Pop Rap_1778.jpg,6
Hip Hop_4759.jpg,10
Hip Hop_4981.jpg,10
Indietronica_1677.jpg,5
Folk_5044.jpg,11
Indie Folk_3915.jpg,11
Electronic_3718.jpg,4
Boom Bap_5871.jpg,10
Drone_5832.jpg,13
Garage Rock_4627.jpg,0
Heavy Metal_5063.jpg,3
Indie Folk_1864.jpg,11
East Coast Hip Hop_866.jpg,10
Pop_4362.jpg,6
Singer-Songwriter_3507.jpg,11
Alternative Rock_2905.jpg,0
Dream Pop_4503.jpg,1
Psychedelic Rock_2685.jpg,0
Post-Rock_4076.jpg,1
Punk Rock_6245.jpg,2
Progressive Metal_4125.jpg,3
Electronic_5427.jpg,4
Post-Punk_4389.jpg,1
Alternative Rock_5930.jpg,0
Indie Rock_1595.jpg,1
Grunge_4842.jpg,1
Blues Rock_1589.jpg,0
Indie Pop_3075.jpg,8
Electronic_1657.jpg,4
Alternative Rock_4386.jpg,0
Indie Pop_5362.jpg,8
Electronic_4049.jpg,4
Dance-Pop_4496.jpg,6
Hip Hop_5486.jpg,10
Electronic_3732.jpg,4
Singer-Songwriter_554.jpg,11
IDM_3610.jpg,13
Chamber Pop_4854.jpg,8
Singer-Songwriter_1306.jpg,11
Dream Pop_5145.jpg,1
Drone_5830.jpg,13
Psychedelic Pop_3763.jpg,8
Garage Rock_2532.jpg,0
Contemporary Folk_5676.jpg,11
Singer-Songwriter_568.jpg,11
East Coast Hip Hop_2722.jpg,10
Electronic_2410.jpg,4
Garage Rock_4157.jpg,0
Country Pop_3099.jpg,12
Electronic_4707.jpg,4
Psychedelia_3211.jpg,1
Drone_5824.jpg,13
Rock_1860.jpg,0
Singer-Songwriter_2828.jpg,11
Country Rock_5402.jpg,12
Noise Rock_6359.jpg,1
Indie Folk_5341.jpg,11
Contemporary R&B_622.jpg,7
Hip Hop_3020.jpg,10
Conscious Hip Hop_567.jpg,10
Ambient_2111.jpg,14
Indie Rock_1232.jpg,1
Alt-Country_39.jpg,12
Indie Folk_3724.jpg,11
Indie Rock_3343.jpg,1
Alternative Rock_4437.jpg,0
Electronic_4908.jpg,4
Indie Rock_6213.jpg,1
Blues Rock_5706.jpg,0
Alternative Rock_325.jpg,0
Shoegaze_4358.jpg,1
Indie Rock_5068.jpg,1
Psychedelic Rock_70.jpg,0
Post-Punk_6205.jpg,1
Indie Rock_1568.jpg,1
Electropop_1237.jpg,4
Alternative Metal_5218.jpg,1
Folktronica_547.jpg,14
Rock_4267.jpg,0
Contemporary Folk_176.jpg,11
Indie Pop_1460.jpg,8
Indie Rock_1781.jpg,1
Atmospheric Sludge Metal_157.jpg,14
Electronic_3242.jpg,4
Post-Punk_5297.jpg,1
Punk Rock_6051.jpg,2
Folk_4614.jpg,11
Pop Punk_3930.jpg,2
Dancehall_1080.jpg,4
Southern Rock_319.jpg,0
Techno_3126.jpg,4
Electronic_3518.jpg,4
Folk_724.jpg,11
New Wave_5331.jpg,0
Contemporary Country_2172.jpg,12
Folk_1022.jpg,11
Gangsta Rap_5809.jpg,10
Progressive Rock_5170.jpg,0
Contemporary Folk_1174.jpg,11
Country_3709.jpg,12
Pop Rock_4436.jpg,6
Art Rock_12.jpg,1
Experimental Rock_4621.jpg,1
East Coast Hip Hop_1029.jpg,10
Black Metal_2947.jpg,3
Alternative Rock_3628.jpg,0
Indie Rock_124.jpg,1
Indietronica_973.jpg,5
Alt-Country_2772.jpg,12
Indie Pop_528.jpg,8
Experimental_2211.jpg,13
Vocal Jazz_3503.jpg,9
Indie Rock_5256.jpg,1
Gothic Rock_5756.jpg,0
Alt-Country_502.jpg,12
Indie Rock_2511.jpg,1
Art Pop_6271.jpg,8
Microhouse_1874.jpg,4
Blues Rock_3175.jpg,0
UK Hip Hop_409.jpg,10
Hypnagogic Pop_2250.jpg,5
Alternative Rock_5503.jpg,0
Britpop_5936.jpg,1
Dubstep_2786.jpg,4
Future Garage_4668.jpg,4
Dubstep_2792.jpg,4
Dream Pop_5390.jpg,1
Experimental Rock_4184.jpg,1
Indie Pop_2182.jpg,8
Indie Rock_2263.jpg,1
Blues Rock_5276.jpg,0
Blues_831.jpg,0
Electronic_5021.jpg,4
Noise Pop_4421.jpg,14
Americana_4684.jpg,11
Post-Rock_4302.jpg,1
Trip Hop_6184.jpg,10
Alternative Rock_6195.jpg,0
Downtempo_4061.jpg,13
Indie Rock_1187.jpg,1
East Coast Hip Hop_1161.jpg,10
Indie Rock_3790.jpg,1
East Coast Hip Hop_2440.jpg,10
Britpop_2650.jpg,1
Indietronica_3472.jpg,5
Dancehall_1862.jpg,4
Big Beat_5006.jpg,4
Indie Pop_6247.jpg,8
Art Rock_2351.jpg,1
Dance-Punk_5340.jpg,1
Post-Rock_5034.jpg,1
Indie Folk_570.jpg,11
Experimental Rock_2324.jpg,1
Folk_3966.jpg,11
Singer-Songwriter_6086.jpg,11
Chamber Folk_3515.jpg,11
Trap [EDM]_2787.jpg,10
Contemporary Country_4488.jpg,12
Indie Rock_5336.jpg,1
Pop Rap_3569.jpg,6
Indie Rock_736.jpg,1
Alternative Rock_2330.jpg,0
Indie Rock_1622.jpg,1
Gangsta Rap_2021.jpg,10
Melodic Hardcore_1758.jpg,0
Shoegaze_3769.jpg,1
Psychedelic Rock_5249.jpg,0
Garage Punk_2544.jpg,2
Electropop_2312.jpg,4
Pop Rap_196.jpg,6
Alt-Country_1455.jpg,12
Alternative Rock_3760.jpg,0
Hip Hop_4363.jpg,10
Experimental Rock_2495.jpg,1
Drone_3138.jpg,13
Indie Rock_1178.jpg,1
Soul_2990.jpg,7
Alternative Rock_5305.jpg,0
Soul_2748.jpg,7
Dream Pop_5582.jpg,1
Folk_1181.jpg,11
Indie Pop_2790.jpg,8
Alternative Metal_5387.jpg,1
Folk Pop_3983.jpg,8
Indie Rock_2698.jpg,1
Electronic_3646.jpg,4
Indie Pop_851.jpg,8
Folk_2113.jpg,11
Post-Punk_3590.jpg,1
Art Pop_153.jpg,8
Pop_6371.jpg,6
Singer-Songwriter_3303.jpg,11
Indie Pop_2545.jpg,8
Drone Metal_183.jpg,3
Dream Pop_3454.jpg,1
Indie Folk_1906.jpg,11
Indietronica_1098.jpg,5
Alt-Country_106.jpg,12
Psychedelic Rock_4427.jpg,0
Indie Rock_3223.jpg,1
Art Pop_1132.jpg,8
Industrial Rock_5555.jpg,1
Slowcore_4243.jpg,14
Alternative Rock_2640.jpg,0
Noise Rock_5730.jpg,1
Alternative Rock_4225.jpg,0
Heavy Metal_6391.jpg,3
Indie Folk_3888.jpg,11
Trip Hop_4552.jpg,10
Alt-Country_3726.jpg,12
Indie Rock_1408.jpg,1
Psychedelic Rock_5705.jpg,0
Progressive Electronic_2742.jpg,13
Hard Rock_1108.jpg,0
Indie Rock_4216.jpg,1
Afro-Cuban Jazz_1314.jpg,9
Folk_1383.jpg,11
Conscious Hip Hop_4348.jpg,10
Experimental Rock_6383.jpg,1
Progressive Electronic_4327.jpg,13
Southern Hip Hop_1146.jpg,10
Alt-Country_1125.jpg,12
Folk Rock_420.jpg,0
Nu Metal_2044.jpg,1
Deep Soul_3486.jpg,7
Dream Pop_2789.jpg,1
Southern Hip Hop_3989.jpg,10
Experimental Rock_6382.jpg,1
Trip Hop_2678.jpg,10
Indie Folk_2573.jpg,11
Southern Hip Hop_3988.jpg,10
Shoegaze_5899.jpg,1
Post-Hardcore_207.jpg,0
Nu Metal_2045.jpg,1
Indie Pop_677.jpg,8
Rock_4851.jpg,0
Blues Rock_152.jpg,0
Psychedelic Rock_5704.jpg,0
Pop Rock_5488.jpg,6
Dream Pop_3482.jpg,1
Pop Soul_4757.jpg,7
Electronic_876.jpg,4
Alternative Rock_1374.jpg,0
Psychedelic Rock_223.jpg,0
Indie Rock_247.jpg,1
Electropop_4560.jpg,4
Noise Rock_5731.jpg,1
Microhouse_1295.jpg,4
Stoner Metal_1438.jpg,3
Alternative Rock_4556.jpg,0
Nu Metal_5064.jpg,1
Synthpop_2081.jpg,5
Alternative Rock_2872.jpg,0
Folk_3556.jpg,11
Indie Folk_773.jpg,11
Psychedelia_3364.jpg,1
Synthpop_4369.jpg,5
Post-Rock_3652.jpg,1
Indie Pop_1065.jpg,8
Singer-Songwriter_5983.jpg,11
Indie Rock_3593.jpg,1
Soul_1903.jpg,7
Indie Folk_997.jpg,11
Folk Pop_2322.jpg,8
Indie Rock_5690.jpg,1
Trap_3717.jpg,4
Garage Rock_5314.jpg,0
Indie Pop_4109.jpg,8
Dancehall_2832.jpg,4
Indie Rock_290.jpg,1
Indie Rock_3008.jpg,1
Art Pop_1319.jpg,8
Country Rock_4443.jpg,12
Hip Hop_4410.jpg,10
Alternative Metal_5386.jpg,1
Industrial Hip Hop_3011.jpg,10
Soul_2749.jpg,7
Alternative Rock_5304.jpg,0
Ambient_3144.jpg,14
Ambient_5535.jpg,14
Soul_1254.jpg,7
Post-Hardcore_777.jpg,0
Art Pop_4275.jpg,8
Neo-Psychedelia_640.jpg,1
Contemporary Country_2952.jpg,12
Jangle Pop_2031.jpg,0
Psychedelic Rock_5248.jpg,0
Alternative Rock_2457.jpg,0
Folk_3973.jpg,11
Melodic Hardcore_1759.jpg,0
Indie Pop_2975.jpg,8
Post-Punk_4995.jpg,1
Conscious Hip Hop_4163.jpg,10
Singer-Songwriter_6087.jpg,11
Indie Rock_737.jpg,1
Progressive Folk_438.jpg,11
Art Pop_2638.jpg,8
Alternative Rock_708.jpg,0
Chillwave_924.jpg,5
Shoegaze_4946.jpg,1
Post-Rock_5035.jpg,1
Post-Hardcore_978.jpg,0
Singer-Songwriter_3100.jpg,11
Singer-Songwriter_1717.jpg,11
East Coast Hip Hop_2441.jpg,10
Techno_90.jpg,4
Indie Rock_910.jpg,1
Indie Folk_5977.jpg,11
Indie Rock_938.jpg,1
Rock_4460.jpg,0
Americana_4691.jpg,11
UK Hip Hop_3228.jpg,10
Alternative Rock_6194.jpg,0
Trip Hop_6185.jpg,10
Psychedelic Pop_4353.jpg,8
West Coast Hip Hop_2842.jpg,10
Electronic_3451.jpg,4
Indie Folk_3484.jpg,11
Electronic_5020.jpg,4
Trip Hop_6191.jpg,10
Post-Rock_4303.jpg,1
Folk Rock_810.jpg,0
Funk_3435.jpg,7
Blues Rock_5277.jpg,0
Shoegaze_1989.jpg,1
Indie Rock_2262.jpg,1
Dubstep_2793.jpg,4
Progressive Soul_5601.jpg,7
Conscious Hip Hop_5321.jpg,10
Chillwave_3162.jpg,5
Indie Pop_4280.jpg,8
Pop Rap_4429.jpg,6
Post-Rock_696.jpg,1
Hard Rock_4461.jpg,0
Hypnagogic Pop_2251.jpg,5
Math Rock_2008.jpg,1
Mande Music_1293.jpg,15
Psychedelic Pop_2695.jpg,8
Twee Pop_1920.jpg,8
ECM Style Jazz_1077.jpg,9
Experimental_4107.jpg,13
Cloud Rap_3528.jpg,10
Dubstep_2963.jpg,4
Electronic_282.jpg,4
Singer-Songwriter_4069.jpg,11
Post-Rock_1327.jpg,1
Indie Rock_4808.jpg,1
Indietronica_1304.jpg,5
Indie Rock_1970.jpg,1
Experimental Rock_4620.jpg,1
Mashup_4286.jpg,13
Indietronica_5176.jpg,5
Indie Rock_1794.jpg,1
Indie Rock_694.jpg,1
Rock_2165.jpg,0
Punk Rock_6050.jpg,2
Electronic_5140.jpg,4
Jazz_5666.jpg,9
Indie Folk_5195.jpg,11
House_5633.jpg,4
Pop Punk_3931.jpg,2
Alternative Rock_4185.jpg,0
Folk_3608.jpg,11
R&B_1972.jpg,7
Electronic_1332.jpg,4
MPB_447.jpg,15
Gangsta Rap_4294.jpg,10
Dubstep_3466.jpg,4
Electronic_3914.jpg,4
Alternative Rock_330.jpg,0
Conscious Hip Hop_1423.jpg,10
Indie Rock_469.jpg,1
Contemporary R&B_2630.jpg,7
Hip Hop_2465.jpg,10
Indie Rock_4405.jpg,1
Electronic_4909.jpg,4
Garage Rock_4181.jpg,0
Alternative Rock_1200.jpg,0
Neo-Psychedelia_3549.jpg,1
Dream Pop_1487.jpg,1
Electropop_6203.jpg,4
Chillwave_4433.jpg,5
Darkwave_4195.jpg,13
Alternative Rock_2721.jpg,0
Ska_6082.jpg,15
Alternative R&B_5412.jpg,7
Mathcore_4820.jpg,3
Chamber Folk_6068.jpg,11
Singer-Songwriter_2829.jpg,11
Hip Hop_3747.jpg,10
Indie Pop_1878.jpg,8
Neo-Psychedelia_1362.jpg,1
Art Pop_80.jpg,8
Electronic_1118.jpg,4
Emo_5596.jpg,2
East Coast Hip Hop_2723.jpg,10
Pop Punk_2811.jpg,2
Singer-Songwriter_1313.jpg,11
Drone_5825.jpg,13
New Wave_3231.jpg,0
Drone_5831.jpg,13
Electronic_4712.jpg,4
Baroque Pop_6236.jpg,8
Experimental_5782.jpg,13
Electropop_2930.jpg,4
Power Pop_792.jpg,0
Hip Hop_4799.jpg,10
Indietronica_219.jpg,5
Indie Rock_496.jpg,1
Cloud Rap_5398.jpg,10
Indie Rock_482.jpg,1
Indie Rock_1582.jpg,1
Post-Rock_2404.jpg,1
Progressive Metal_4126.jpg,3
Art Pop_1084.jpg,8
Hardcore Hip Hop_751.jpg,10
Indie Pop_4045.jpg,8
Hip Hop_3964.jpg,10
East Coast Hip Hop_1548.jpg,10
Folk_251.jpg,11
Indie Rock_2919.jpg,1
Dream Pop_5632.jpg,1
Indie Pop_4079.jpg,8
Post-Metal_1752.jpg,3
Chamber Folk_78.jpg,11
Indie Rock_486.jpg,1
Indie Pop_934.jpg,8
Indie Folk_1687.jpg,11
Witch House_2004.jpg,5
Indie Rock_492.jpg,1
Experimental_5976.jpg,13
Blues Rock_2939.jpg,0
Alternative Rock_5937.jpg,0
Indie Pop_5415.jpg,8
Grunge_5583.jpg,1
Indie Pop_3702.jpg,8
Blues Rock_3372.jpg,0
Hip Hop_2307.jpg,10
Turntablism_6351.jpg,10
Experimental Rock_2080.jpg,1
Minimal Techno_4553.jpg,13
Folk_286.jpg,11
Folk_2089.jpg,11
Art Pop_2562.jpg,8
Soul_5432.jpg,7
Dream Pop_5197.jpg,1
Pop Rock_865.jpg,6
Neo-Psychedelia_240.jpg,1
Gothic Rock_5545.jpg,0
Indie Rock_323.jpg,1
Alternative Rock_4340.jpg,0
Synthpop_3589.jpg,5
Indie Rock_5737.jpg,1
Indie Rock_2058.jpg,1
Alternative Rock_4432.jpg,0
Black 'n' Roll_6393.jpg,3
French House_2777.jpg,5
New Wave_4994.jpg,0
Indie Rock_97.jpg,1
Chamber Pop_479.jpg,8
Roots Rock_5444.jpg,0
Art Rock_739.jpg,1
Alternative R&B_4287.jpg,7
Southern Rock_320.jpg,0
Alternative R&B_4293.jpg,7
Electronic_2617.jpg,4
Ambient_5492.jpg,14
Folk Punk_6013.jpg,2
Krautrock_6045.jpg,0
Trap_2035.jpg,4
Indie Pop_4535.jpg,8
Post-Rock_645.jpg,1
Indie Pop_1465.jpg,8
Indie Rock_1784.jpg,1
Alternative Metal_2214.jpg,1
Electronic_4528.jpg,4
Indie Rock_5284.jpg,1
Indie Pop_288.jpg,8
Pop Punk_3935.jpg,2
Folk_3618.jpg,11
Pop Rock_326.jpg,6
Dream Pop_2405.jpg,1
Contemporary Folk_1159.jpg,11
Indie Rock_848.jpg,1
Electropop_5530.jpg,4
Hard Rock_5009.jpg,0
Alternative Rock_1012.jpg,0
Hard Rock_4471.jpg,0
Post-Rock_2831.jpg,1
Neo-Psychedelia_5464.jpg,1
Indie Rock_68.jpg,1
Shoegaze_2274.jpg,1
Indie Rock_647.jpg,1
Hard Rock_4459.jpg,0
Psychedelic Rock_4032.jpg,0
Art Pop_5741.jpg,8
Singer-Songwriter_784.jpg,11
Noise Pop_5841.jpg,14
Gangsta Rap_4247.jpg,10
Indie Rock_1035.jpg,1
Contemporary Country_879.jpg,12
Electropop_3784.jpg,4
Progressive Metal_1310.jpg,3
Post-Rock_5025.jpg,1
Blues Rock_397.jpg,0
Punk Rock_5367.jpg,2
Reggae_5049.jpg,15
Electronic_5018.jpg,4
East Coast Hip Hop_1158.jpg,10
Gothic Metal_5175.jpg,3
Pop Rap_2841.jpg,6
Ambient Pop_884.jpg,14
Post-Rock_5031.jpg,1
Indie Rock_900.jpg,1
Hip Hop_2918.jpg,10
House_3440.jpg,4
Garage Rock_5674.jpg,0
Hard Rock_5196.jpg,0
Piano Rock_4162.jpg,0
Folk_5309.jpg,11
Gangsta Rap_444.jpg,10
Indie Rock_3795.jpg,1
Electronic_3441.jpg,4
Trip Hop_6181.jpg,10
Dream Pop_2571.jpg,1
Psychedelia_2240.jpg,1
